"Titolo pagina","DataTrek Item",HTPaginaID,HTSezioneID,HTPaginaTag,HTPaginaElaboarata,HTMAPage,HTOriginale,HTimdbID,"Data stellare"
"Andy Mangels",Q436,10415,188,mangelsandy,2018-05-20T21:13:01,,,nm1372837,
"Andy Milder",Q437,8870,188,milderandy,2018-05-20T20:34:42,,,,
"Andy Miner",Q438,9815,188,minerandy,2018-05-20T20:34:57,,,,
"Andy Simonson",Q439,874,111,simonsonandy,2018-04-22T16:17:14,Andy_Simonson_(Crewman),,,
Anestezina,Q440,3692,58,anestezina,2018-05-20T22:01:34,,,,
Anetra,Q441,10499,215,anetra,2018-04-22T16:17:48,Anetra,,,
"Angel I",Q443,4074,149,angelone,2018-04-22T21:14:29,,,,
"Angel One",Q442,2568,1,tng014,2018-04-02T21:04:40,Angel_One,,,41636.9
"Angela Dohrmann",Q444,1105,179,dohrmannangela,2018-05-20T16:20:53,,,nm0230658,
"Angela Dorian",Q445,10886,179,dorianangela,2018-05-20T21:13:05,,,nm0895407,
"Angela Martine-Teller",Q446,1996,105,martinetellerangela,2018-04-22T16:17:15,Angela_Martine,,,
"Angela Paton",Q447,9104,191,patonangela,2018-05-20T20:34:45,,,,
"Angelica Tintori",Q448,4640,195,tintoriangelica,2018-05-20T16:21:14,,,,
"Angelina Fiordellisi",Q449,8014,181,fordellisiangelina,2018-05-20T20:34:29,,,,
"Angelique Pettyjohn",Q450,992,191,pettyjohnangelique,2018-05-20T17:00:48,,,,
"Angelo McCabe",Q451,8015,188,mccabeangelo,2018-05-20T20:34:29,,,,
"Angelo Tassoni",Q453,3256,112,tassoniangelo,2018-04-30T09:57:23,,,,
"Angelo Tiffe",Q454,10018,195,tiffeangelo,2018-05-20T20:35:02,,,,
Angla'bosque,Q10261,5932,204,anglabosque,2018-05-27T13:43:35,,,,
"Angosia III",Q456,4073,149,angosia3,2018-04-22T21:14:29,,,,
Angosiani,Q457,5066,121,angosiani,2018-05-13T12:23:21,,,,
Anij,Q458,10194,93,anij,2018-04-22T16:17:46,Anij,,,
Animazina,Q459,649,58,animazina,2018-05-20T22:01:32,,,,
Anitrizina,Q460,3693,58,anitrizina,2018-05-20T22:01:34,,,,
"Anjohl Tennan",Q461,9072,93,anjohltennan,2018-04-22T16:17:41,Anjohl_Tennan,,,
Anka,Q462,6066,93,anka,2018-04-22T16:17:27,Anka,,,
Ankari,Q463,5065,121,ankari,2018-05-13T12:23:21,,,,
"Ann C. Crispin",Q464,4704,178,crispinannc,2018-05-20T17:00:27,,,,
"Ann Chatterton",Q465,891,78,chattertonann,2018-05-20T20:34:58,,,,
"Ann Cusack",Q466,6342,178,cusackann,2018-05-20T17:00:34,,,,
"Ann Gillespie",Q467,1183,182,gillespieann,2018-05-20T16:20:55,,,nm0318905,
"Ann Mulhall",Q469,181,105,mulhallann,2018-04-22T16:17:25,Ann_Mulhall,,,
"Ann Shea",Q470,7819,194,sheaann,2018-05-20T20:34:25,,,,
Anna,Q471,8202,93,anna,2018-04-22T16:17:35,Anna,,,
"Anna Karen",Q472,3280,186,karenanna,2018-05-20T16:21:14,,,nm0439163,
"Anna Katarina",Q473,7205,186,katarinaanna,2018-05-20T17:00:51,,,nm2034297,
Annari,Q474,5064,21,annari,2018-05-13T12:23:21,,,,
"Annarita Guarnieri",Q475,4694,182,guarnieriannarita,2018-05-20T17:00:27,,,,
"Anne Elizabeth Ramsay",Q476,1514,93,ramsayanne,2018-05-20T16:21:05,,,nm0708867,
"Anne Haney",Q477,1214,183,haneyanne,2018-05-20T16:20:56,,,nm0359774,
"Anne Jameson",Q478,2072,102,jamesonanne,2018-04-22T16:17:17,Anne_Jameson,,,
Annette,Q479,618,93,annette,2018-04-22T16:17:33,Annette,,,
"Annette Helde",Q480,1225,183,heldeannette,2018-05-20T16:20:56,,,nm0374942,
"Annie Meyers",Q481,8080,215,meyersannie,2018-04-22T16:17:35,Annie_Meyers,,,
"Annie O'Donnell",Q482,8326,190,odonnellannie,2018-05-20T20:34:34,,,,
Annorax,Q485,9485,93,annorax,2018-04-22T16:17:43,Annorax,,,
Anomaly,Q10262,2337,17,ent054,2018-04-02T21:04:30,,,,
"Anson Williams",Q487,1724,198,williamsanson,2018-05-20T16:21:12,,,nm0930041,
Antaak,Q488,6667,93,antaak,2018-04-22T16:17:31,Antaak,,,
Antarani,Q489,5063,121,antarani,2018-05-13T12:23:21,,,,
Antariani,Q490,5062,121,antariani,2018-05-13T12:23:21,,,,
"Antede III",Q491,4072,149,antede3,2018-04-22T21:14:29,,,,
Antedeani,Q492,5061,121,antedeani,2018-05-13T12:23:21,,,,
"Anthony Brevelle",Q493,7752,94,brevelleanthony,2018-04-22T16:17:34,Anthony_Brevelle,,,
"Anthony Call",Q494,6724,178,callanthony,2018-05-20T17:00:41,,,,
"Anthony Caruso",Q495,6999,178,carusoanthony,2018-05-20T17:00:48,,,,
"Anthony Crivello",Q496,9271,178,crivelloanthony,2018-05-20T20:34:48,,,,
"Anthony De Longis",Q497,1090,179,delongisanthony,2018-05-20T16:20:52,,,nm0209815,
"Anthony Guidera",Q498,8481,182,guideraanthony,2018-05-20T20:34:35,,,,
"Anthony Haftel",Q499,7666,100,haftelanthony,2018-04-22T16:17:34,Anthony_Haftel,,,
"Anthony Holiday",Q500,1237,183,holidayanthony,2018-05-20T16:20:57,,,nm0390505,
"Anthony James",Q501,7275,185,jamesanthony,2018-05-20T17:00:53,,,,
"Anthony Jochim",Q502,6714,185,jochimanthony,2018-05-20T17:00:40,,,,
"Anthony Montgomery",Q503,1426,188,montgomeryanthony,2018-05-20T16:21:03,,,,
"Anthony Williams",Q504,1723,198,williamsanthony,2018-05-20T16:21:12,,,nm0930042,
"Anthony Zerbe",Q505,10095,201,zerbeanthony,2018-05-20T20:35:05,,,,
Anthwara,Q506,251,93,anthwara,2018-04-22T16:17:36,Anthwara,,,
Anti-tempo,Q507,5190,32,antitempo,2018-05-20T22:01:42,,,,
Antica,Q508,4071,149,antica,2018-04-22T21:14:29,,,,
Antican,Q509,5060,121,antican,2018-05-13T12:23:21,,,,
Antideuterio,Q510,5133,214,antideuterio,2018-05-20T22:01:40,,,,
"Antoinette Bower",Q511,6897,177,bowerantoinette,2018-05-20T17:00:45,,,,
"Anton Yelchin",Q512,10655,200,yelchinanton,2018-05-20T21:13:02,,,nm0947338,
Antonia,Q513,10178,93,antonia,2018-04-22T16:17:46,Antonia,,,
"Antoniette Stella",Q514,153,94,stellaantoniette,2018-05-20T17:00:50,,,,
Antonio,Q515,208,93,antonio,2018-04-22T16:17:41,Antonio,,,
"Antonio Elias",Q516,10735,180,eliasantonio,2018-05-20T21:13:04,,,nm2185557,
"Antos IV",Q10263,4070,149,antos4,2018-04-22T21:14:29,,,,
Anya,Q518,2216,93,anya,2018-04-22T16:17:20,Anya,,,
Apella,Q519,7079,93,apella,2018-04-22T16:17:32,Apella,,,
"Aperitivo Modela",Q520,5784,203,aperitivomodela,2018-05-27T13:13:54,,,,
"Aperitivo Tzartak",Q521,5857,203,aperitivotzartak,2018-05-27T13:13:56,,,,
"Apocalypse Rising",Q522,478,1,dsn099,2018-04-02T21:04:37,Apocalypse_Rising_%28episode%29,,tt0708499,50013.9
Apollinaire,Q523,8065,93,apollinaire,2018-04-22T16:17:35,Apollinaire,,,
Apollo,Q524,7032,93,apollo,2018-04-22T16:17:32,Apollo,,,
"April Anaya",Q525,229,93,anayaapril,2018-04-22T16:17:20,April_Anaya,,,
"April Grace",Q526,1193,182,graceapril,2018-05-20T16:20:55,,,nm0333318,
"April Wade",Q527,10575,115,wadeapril,2018-04-22T16:17:49,April_Wade,,,
Aquani,Q528,5059,121,aquani,2018-05-13T12:23:21,,,,
Aquiel,Q529,2693,21,tng139,2018-04-08T09:43:26,Aquiel_%28episode%29,,,"46458.3,46461.3"
"Aquiel Uhnari",Q530,8090,113,uhnariaquiel,2018-04-22T16:17:35,Aquiel_Uhnari,,,
Aquino,Q531,2230,93,aquino,2018-04-22T16:17:20,Aquino,,,
Arak'Taral,Q533,8685,93,araktaral,2018-04-22T16:17:39,Arak%27Taral,,,
Arandis,Q534,8791,93,arandis,2018-04-22T16:17:39,Arandis,,,
Arawath,Q535,10516,149,arawath,2018-04-22T21:14:32,,,,
"Araya Garan",Q536,2114,99,garanaraya,2018-04-22T16:17:18,Loria,,,
"Arch Whiting",Q537,6820,198,whitingarch,2018-05-20T17:00:43,,,,
"Archanis IV",Q538,4069,149,archanis4,2018-04-22T21:14:29,,,,
"Archer IV",Q539,4106,149,archer4,2018-04-22T21:14:29,Archer_IV,,,
"Arctus Baran",Q540,8209,94,baranarctus,2018-04-22T16:17:35,Arctus_Baran,,,
Arcybite,Q541,4107,149,arcybite,2018-04-22T21:14:29,,,,
"Ard'rian McKenzie",Q542,7696,105,mckenzieardrian,2018-04-22T16:17:34,Ard%27rian_McKenzie,,,
Ardana,Q543,4068,149,ardana,2018-04-22T21:14:29,,,,
"Ardelon Tandro",Q544,10633,112,tandroardelon,2018-04-22T16:17:49,Ardelon_Tandro,,,
"Ardon Broht",Q545,2179,94,brohtardon,2018-04-22T16:17:20,Ardon_Broht,,,
Ardra,Q546,7737,93,ardra,2018-04-22T16:17:34,Ardra,,,
"Are Unheard Memories Sweet?",Q547,3013,20,phase209,2018-04-30T09:57:22,,,,
"Areel Shaw",Q10264,1876,111,shawareel,2018-04-22T16:17:14,Areel_Shaw,,,
"Arell Blanton",Q549,6029,177,blantonarell,2018-05-20T17:00:29,,,,
Arena,Q550,2922,18,tos19,2018-04-07T16:50:15,,,tt0708418,3045.6
"Ares IV",Q551,712,44,asterraares4,2018-05-06T13:11:44,,,,
Arev,Q552,6650,93,arev,2018-04-22T16:17:31,,,,
Arex,Q553,10594,93,arex,2018-04-22T16:17:49,Arex,,,
Argala,Q554,4067,149,argala,2018-04-22T21:14:29,,,,
"Argelius II",Q555,4066,149,argelius2,2018-04-22T21:14:29,,,,
Argine,Q556,10639,214,argine,2018-05-20T22:01:58,,,,
Argo,Q557,366,311,assfkshuttleargo,2018-05-06T13:11:18,Argo_%28shuttlecraft%29,,,
"Argo (pianeta)",Q558,4108,149,argo,2018-04-22T21:14:29,,,,
"Argona II",Q559,4109,149,argona2,2018-04-22T21:14:29,,,,
Argratha,Q560,4065,149,argratha,2018-04-22T21:14:29,,,,
Argrathi,Q561,5058,121,argrathi,2018-05-13T12:23:21,,,,
Argyle,Q562,2231,93,argyle,2018-04-22T16:17:20,Argyle,,,
Ari,Q563,8571,93,ari,2018-04-22T16:17:38,Ari,,,
Ariana,Q564,2212,93,ariana,2018-04-22T16:17:20,Ariana,,,
Ariannus,Q565,4110,149,ariannus,2018-04-22T21:14:29,,,,
Ariel,Q566,2211,93,ariel,2018-04-22T16:17:20,Ariel,,,
"Arik Soong",Q567,6641,111,soongarik,2018-04-22T16:17:31,Arik_Soong,,,
Arissa,Q568,8805,93,arissa,2018-04-22T16:17:39,Arissa,,,
Aritrazina,Q569,3648,58,aritrazina,2018-05-20T22:01:32,,,,
Arjin,Q570,8455,93,arjin,2018-04-22T16:17:38,Arjin,,,
Arkariani,Q571,5057,121,arkariani,2018-05-13T12:23:21,,,,
Arkoniani,Q572,5056,121,arkoniani,2018-05-13T12:23:21,,,,
"Arlee Reed",Q573,1521,193,reedarlee,2018-05-20T16:21:06,,,nm0715303,
"Arlene Galway",Q574,3066,99,galwayarlene,2018-04-22T16:17:21,Arlene_Galway,,,
"Arlene Martel",Q575,6917,188,martelarlene,2018-05-20T17:00:45,,,,
"Arlo Hemphill",Q576,10722,183,hemphillarlo,2018-05-20T21:13:03,,,nm2765532,
"Arloff IX",Q577,10339,149,arloff9,2018-04-22T21:14:32,,,,
"Armageddon Game",Q578,2413,1,dsn033,2018-04-02T21:04:35,,,,47529.4
"Armageddon Sky",Q579,4369,50,lidsarmageddonsky,2018-05-13T12:47:25,,,,
"Armand Schultz",Q580,9126,194,schultzarmand,2018-05-20T20:34:45,,,,
"Armando Gonzales",Q581,6113,182,gonzalesarmando,2018-05-20T17:00:30,,,,
"Armi biogeniche",Q582,5213,211,biogeniche,2018-05-20T22:01:42,,,,
"Armi isolitiche",Q10265,5205,211,isolitiche,2018-05-20T22:01:42,,,,
"Armi metageniche",Q584,5203,211,metageniche,2018-05-20T22:01:42,,,,
"Armin Shimerman",Q585,1593,194,shimermanarmin,2018-05-20T16:21:08,,,,
Armus,Q586,2210,93,armus,2018-04-22T16:17:20,Armus,,,
"Armus IX",Q587,4111,149,armus9,2018-04-22T21:14:29,,,,
"Arne Darvin",Q588,7066,96,darvinarne,2018-04-22T16:17:32,Arne_Darvin,,,
"Arnold Lessing",Q589,6935,187,lessingarnold,2018-05-20T17:00:46,,,,
"Arnold Moss",Q590,6777,188,mossarnold,2018-05-20T17:00:42,,,,
"Arnold Rudnick",Q591,9238,193,rudnickarnold,2018-05-20T20:34:47,,,nm0748860,
Aron,Q592,2209,93,aron,2018-04-22T16:17:20,Aron,,,
"Aron Eisenberg",Q593,1123,180,eisenbergaron,2018-05-20T16:20:53,,,nm0251969,
Arret,Q594,4064,149,arret,2018-04-22T21:14:29,,,,
Arriaga,Q595,2232,93,arriaga,2018-04-22T16:17:20,Arriaga,,,
Arridor,Q596,7637,93,arridor,2018-04-22T16:17:33,Arridor,,,
"Art Chudabala",Q597,9019,178,chudabalaart,2018-05-20T20:34:44,,,,
"Art Wallace",Q598,1694,198,wallaceart,2018-05-20T16:21:11,,,nm0908526,
"Arthur Batanides",Q599,6096,177,batanidesarthur,2018-05-20T17:00:30,,,,
"Arthur Bearnard",Q600,6987,177,bearnardarthur,2018-05-20T17:00:48,,,,
"Arthur Bernard Lewis",Q601,9876,177,bernardlewisarthur,2018-05-20T20:34:58,,,nm0506938,
"Arthur Coleman",Q602,3031,95,colemanarthur,2018-04-22T16:17:21,Arthur_Coleman,,,
"Arthur H. Singer",Q603,3025,194,singerarthur,2018-05-20T16:21:13,,,nm0801892,
"Arthur Heinemann",Q604,1224,183,heinemannarthur,2018-05-20T16:20:56,,,nm0374352,
"Arthur Malencon",Q605,7306,105,malenconarthur,2018-04-22T16:17:33,Arthur_Malencon,,,
Artim,Q606,10195,93,artim,2018-04-22T16:17:46,Artim,,,
Arturis,Q607,9509,93,arturis,2018-04-22T16:17:43,Arturis,,,
"Arvada III",Q608,4063,149,arvada3,2018-04-22T21:14:29,,,,
"Arvicola cardassiana",Q609,5982,207,arvicolacardassiana,2018-05-20T22:01:46,,,,
Asahf,Q610,6438,93,asahf,2018-04-22T16:17:29,Asahf,,,
"Aschelan V",Q611,4112,149,aschelan5,2018-04-22T21:14:29,,,,
Asha,Q613,8416,93,asha,2018-04-22T16:17:37,Asha,,,
"Ashes to Ashes",Q10266,2869,22,voy138,2018-04-02T21:04:52,,,,53679.4
"Ashley Brianne McDonogh",Q615,8913,188,mcdonoghashleybrianne,2018-05-20T20:34:43,,,,
"Ashley Edner",Q616,9805,180,ednerashley,2018-05-20T20:34:56,,,,
"Ashley Judd",Q617,1276,185,juddashely,2018-05-20T16:20:58,,,nm0000171,
"Ashley Sierra Hughes",Q618,9821,194,sierrahughesashley,2018-05-20T20:34:57,,,,
Ashmore,Q619,2234,93,ashmore,2018-04-22T16:17:20,Ashmore,,,
Ashrok,Q620,2208,93,ashrok,2018-04-22T16:17:20,,,,
Asinoliatina,Q621,3694,58,asinoliatina,2018-05-20T22:01:34,,,,
Asoth,Q623,8352,93,asoth,2018-04-22T16:17:36,Asoth,,,
"Asparagi al vapore",Q624,5933,204,asparagivapore,2018-05-27T13:43:35,,,,
Assan,Q625,9678,93,assan,2018-04-22T16:17:44,Assan,,,
"Assignment: Earth",Q626,2958,18,tos55,2018-04-07T16:50:19,Assignment%3A_Earth,,tt0708419,
"Astral Queen",Q627,726,45,asufpastralqueen,2018-05-06T13:11:45,,,,
"Astronave a propulsione ionica",Q628,773,46,as03,2018-05-06T13:11:48,,,,
"Astronave aliena",Q629,758,46,as01,2018-05-06T13:11:47,,,,
"Astronave ammiraglia",Q630,149,39,askazonamm,2018-05-06T13:11:00,,,,
"Astronave andoriana (asandorianesn1)",Q631,30,13,asandorianesn1,2018-05-06T13:10:46,,,,
"Astronave andoriana (asandorianesn2)",Q632,355,13,asandorianesn2,2018-05-06T13:11:18,,,,
"Astronave andoriana (miastronave09)",Q633,10401,359,miastronave09,2018-05-20T22:01:55,,,,
"Astronave andoriana (miastronave10)",Q634,10402,359,miastronave10,2018-05-20T22:01:55,,,,
"Astronave angosiana (asangosiana1)",Q635,782,46,asangosiana1,2018-05-06T13:11:48,,,,
"Astronave angosiana (asangosiana2)",Q636,783,46,asangosiana2,2018-05-06T13:11:49,,,,
"Astronave arkoniana",Q637,750,46,asarkoniana1,2018-05-06T13:11:46,,,,
"Astronave bajoriana",Q638,35,14,asbajor01,2018-05-06T13:10:46,,,,
"Astronave borg",Q639,54,35,asborgsn,2018-05-06T13:10:49,,,,
"Astronave cardassiana (ascard1)",Q640,82,36,ascard1,2018-05-06T13:10:52,,,,
"Astronave cardassiana (ascard2)",Q641,85,36,ascard2,2018-05-06T13:10:52,,,,
"Astronave d'assalto bajoriana (asbajorass01)",Q642,36,14,asbajorass01,2018-05-06T13:10:47,,,,
"Astronave d'assalto bajoriana (asbajorass02)",Q643,37,14,asbajorass02,2018-05-06T13:10:47,,,,
"Astronave da battaglia (asdomkbatt1)",Q644,122,226,asdomkbatt1,2018-05-06T13:10:56,,,,
"Astronave da battaglia (asdomkbatt2)",Q12409,10686,226,asdomkbatt2,2018-05-06T13:12:01,,,,
"Astronave da battaglia (asdomkbatt3)",Q646,10687,226,asdomkbatt3,2018-05-06T13:12:01,,,,
"Astronave da guerra",Q647,78,36,ascardguerra1,2018-05-06T13:10:51,,,,
"Astronave da pattuglia numiri (asnumiri1)",Q648,10329,46,asnumiri1,2018-05-06T13:11:57,,,,
"Astronave da pattuglia numiri (asnumiri2)",Q649,10330,46,asnumiri2,2018-05-06T13:11:57,,,,
"Astronave da pattuglia numiri (asnumiri3)",Q650,10331,46,asnumiri3,2018-05-06T13:11:58,,,,
"Astronave dei Cacciatori",Q651,802,46,ascacciatori1,2018-05-06T13:11:51,,,,
"Astronave dei Gatherers",Q652,781,46,asgatherers1,2018-05-06T13:11:48,,,,
"Astronave dell'Alleanza (miastronave01)",Q653,10255,359,miastronave01,2018-05-20T22:01:51,,,,
"Astronave dell'Alleanza (miastronave02)",Q654,10256,359,miastronave02,2018-05-20T22:01:51,,,,
"Astronave dell'Alleanza (miastronave04)",Q655,10258,359,miastronave04,2018-05-20T22:01:52,,,,
"Astronave dell'Alleanza (miastronave13)",Q656,10584,359,miastronave13,2018-05-20T22:01:57,,,,
"Astronave della Distesa Delfica",Q657,763,46,as02,2018-05-06T13:11:47,,,,
"Astronave della Flotta Stellare (assf1)",Q658,664,42,assf1,2018-05-06T13:11:41,,,,
"Astronave della Flotta Stellare (assf2)",Q659,665,42,assf2,2018-05-06T13:11:41,,,,
"Astronave della Flotta Stellare (assf3)",Q660,666,42,assf3,2018-05-06T13:11:41,,,,
"Astronave della Flotta Stellare (assf4)",Q661,667,42,assf4,2018-05-06T13:11:41,,,,
"Astronave della Flotta Stellare (assf5)",Q662,668,42,assf5,2018-05-06T13:11:41,,,,
"Astronave della Flotta Stellare (assf6)",Q663,669,42,assf6,2018-05-06T13:11:42,,,,
"Astronave della Flotta Stellare (assf7)",Q664,670,42,assf7,2018-05-06T13:11:42,,,,
"Astronave della Flotta Stellare (assf8)",Q665,671,42,assf8,2018-05-06T13:11:42,,,,
"Astronave della Resistenza (miastronave03)",Q666,10257,359,miastronave03,2018-05-20T22:01:52,,,,
"Astronave della Resistenza (miastronave05)",Q667,10259,359,miastronave05,2018-05-20T22:01:52,,,,
"Astronave della Resistenza (miastronave06)",Q668,10260,359,miastronave06,2018-05-20T22:01:52,,,,
"Astronave di Atlec",Q669,10384,46,asatlec01,2018-05-06T13:11:58,,,,
"Astronave di Lazarus",Q770,770,46,aslazarus,2018-05-06T13:11:48,,,,
"Astronave di Straleb",Q771,10385,46,asstraleb01,2018-05-06T13:11:58,,,,
"Astronave di Tosk",Q772,801,46,astosk1,2018-05-06T13:11:51,,,,
"Astronave di classe Akira",Q670,640,248,assfkakira1,2018-05-06T13:11:40,,,,
"Astronave di classe Antares",Q671,47,218,asbajorantares1,2018-05-06T13:10:48,,,,
"Astronave di classe B'rel (asklingonkbrel2)",Q673,166,231,asklingonkbrel2,2018-05-06T13:11:02,,,,
"Astronave di classe B'rel (asklingonkbrel3)",Q674,167,231,asklingonkbrel3,2018-05-06T13:11:02,,,,
"Astronave di classe D'Kora (asferekdkora1)",Q692,137,229,asferekdkora1,2018-05-06T13:10:58,,,,
"Astronave di classe D'Kora (asferekdkora2)",Q693,138,229,asferekdkora2,2018-05-06T13:10:58,,,,
"Astronave di classe D'Kora (asferekdkora3)",Q694,139,229,asferekdkora3,2018-05-06T13:10:58,,,,
"Astronave di classe D'Kora (asferekdkora4)",Q695,140,229,asferekdkora4,2018-05-06T13:10:58,,,,
"Astronave di classe D'Kora (asferekdkora5)",Q696,141,229,asferekdkora5,2018-05-06T13:10:59,,,,
"Astronave di classe D'Kora (asferekdkora6)",Q697,142,229,asferekdkora6,2018-05-06T13:10:59,,,,
"Astronave di classe D'deridex (asromukdderidex1)",Q677,274,242,asromukdderidex1,2018-05-06T13:11:13,,,,
"Astronave di classe D'deridex (asromukdderidex10)",Q678,283,242,asromukdderidex10,2018-05-06T13:11:15,,,,
"Astronave di classe D'deridex (asromukdderidex11)",Q679,284,242,asromukdderidex11,2018-05-06T13:11:15,,,,
"Astronave di classe D'deridex (asromukdderidex12)",Q680,285,242,asromukdderidex12,2018-05-06T13:11:15,,,,
"Astronave di classe D'deridex (asromukdderidex13)",Q681,286,242,asromukdderidex13,2018-05-06T13:11:15,,,,
"Astronave di classe D'deridex (asromukdderidex14)",Q682,287,242,asromukdderidex14,2018-05-06T13:11:15,,,,
"Astronave di classe D'deridex (asromukdderidex15)",Q683,288,242,asromukdderidex15,2018-05-06T13:11:16,,,,
"Astronave di classe D'deridex (asromukdderidex2)",Q684,275,242,asromukdderidex2,2018-05-06T13:11:13,,,,
"Astronave di classe D'deridex (asromukdderidex3)",Q685,276,242,asromukdderidex3,2018-05-06T13:11:13,,,,
"Astronave di classe D'deridex (asromukdderidex4)",Q686,277,242,asromukdderidex4,2018-05-06T13:11:13,,,,
"Astronave di classe D'deridex (asromukdderidex5)",Q687,278,242,asromukdderidex5,2018-05-06T13:11:14,,,,
"Astronave di classe D'deridex (asromukdderidex6)",Q688,279,242,asromukdderidex6,2018-05-06T13:11:14,,,,
"Astronave di classe D'deridex (asromukdderidex7)",Q689,280,242,asromukdderidex7,2018-05-06T13:11:14,,,,
"Astronave di classe D'deridex (asromukdderidex8)",Q690,281,242,asromukdderidex8,2018-05-06T13:11:14,,,,
"Astronave di classe D'deridex (asromukdderidex9)",Q691,282,242,asromukdderidex9,2018-05-06T13:11:14,,,,
"Astronave di classe D12",Q698,171,40,asklingonkd121,2018-05-06T13:11:02,,,,
"Astronave di classe D5",Q699,182,233,asklingonkd51,2018-05-06T13:11:02,Vorok%27s_battle_cruiser,,,
"Astronave di classe D7 (asklingonkd71)",Q700,184,234,asklingonkd71,2018-05-06T13:11:03,,,,
"Astronave di classe D7 (asklingonkd72)",Q701,185,234,asklingonkd72,2018-05-06T13:11:03,,,,
"Astronave di classe D7 (asklingonkd74)",Q702,186,234,asklingonkd74,2018-05-06T13:11:03,,,,
"Astronave di classe D7 (asklingonkd75)",Q703,187,234,asklingonkd75,2018-05-06T13:11:03,,,,
"Astronave di classe D7 (asromukd71)",Q704,263,245,asromukd71,2018-05-06T13:11:12,,,,
"Astronave di classe D7 (asromukd72)",Q705,264,245,asromukd72,2018-05-06T13:11:12,,,,
"Astronave di classe D7 (asromukd73)",Q706,265,245,asromukd73,2018-05-06T13:11:12,,,,
"Astronave di classe Defiant (assfkdefiant1)",Q12408,583,262,assfkdefiant1,2018-05-06T13:11:34,Unnamed_Defiant_class_starships,,,
"Astronave di classe Defiant (assfkdefiant2)",Q708,584,262,assfkdefiant2,2018-05-06T13:11:34,Unnamed_Defiant_class_starships,,,
"Astronave di classe Excelsior (assfkexcelsior1)",Q709,544,264,assfkexcelsior1,2018-05-06T13:11:33,,,,
"Astronave di classe Excelsior (assfkexcelsior2)",Q710,545,264,assfkexcelsior2,2018-05-06T13:11:33,,,,
"Astronave di classe Galor (ascardkgalor1)",Q711,93,221,ascardkgalor1,2018-05-06T13:10:53,,,,
"Astronave di classe Galor (ascardkgalor10)",Q712,102,221,ascardkgalor10,2018-05-06T13:10:55,,,,
"Astronave di classe Galor (ascardkgalor12)",Q713,104,221,ascardkgalor12,2018-05-06T13:10:55,,,,
"Astronave di classe Galor (ascardkgalor13)",Q714,105,221,ascardkgalor13,2018-05-06T13:10:55,,,,
"Astronave di classe Galor (ascardkgalor14)",Q715,106,221,ascardkgalor14,2018-05-06T13:10:55,,,,
"Astronave di classe Galor (ascardkgalor15)",Q716,107,221,ascardkgalor15,2018-05-06T13:10:55,,,,
"Astronave di classe Galor (ascardkgalor16)",Q717,10505,221,ascardkgalor16,2018-05-06T13:11:59,,,,
"Astronave di classe Galor (ascardkgalor17)",Q718,10626,221,ascardkgalor17,2018-05-06T13:12:01,,,,
"Astronave di classe Galor (ascardkgalor2)",Q719,94,221,ascardkgalor2,2018-05-06T13:10:53,,,,
"Astronave di classe Galor (ascardkgalor3)",Q720,95,221,ascardkgalor3,2018-05-06T13:10:53,,,,
"Astronave di classe Galor (ascardkgalor4)",Q721,96,221,ascardkgalor4,2018-05-06T13:10:53,,,,
"Astronave di classe Galor (ascardkgalor5)",Q722,97,221,ascardkgalor5,2018-05-06T13:10:54,,,,
"Astronave di classe Galor (ascardkgalor6)",Q723,98,221,ascardkgalor6,2018-05-06T13:10:54,,,,
"Astronave di classe Galor (ascardkgalor7)",Q724,99,221,ascardkgalor7,2018-05-06T13:10:54,,,,
"Astronave di classe Galor (ascardkgalor8)",Q725,100,221,ascardkgalor8,2018-05-06T13:10:54,,,,
"Astronave di classe Galor (ascardkgalor9)",Q726,101,221,ascardkgalor9,2018-05-06T13:10:54,,,,
"Astronave di classe Hideki",Q727,109,222,ascardkhideki1,2018-05-06T13:10:55,,,,
"Astronave di classe J",Q728,705,314,asterrakj1,2018-05-06T13:11:44,,,,
"Astronave di classe K'Vort (asklingonkkvort1)",Q733,211,237,asklingonkkvort1,2018-05-06T13:11:05,,,,
"Astronave di classe K'Vort (asklingonkkvort10)",Q734,219,237,asklingonkkvort10,2018-05-06T13:11:07,,,,
"Astronave di classe K'Vort (asklingonkkvort11)",Q735,10231,237,asklingonkkvort11,2018-05-06T13:11:57,,,,
"Astronave di classe K'Vort (asklingonkkvort2)",Q736,212,237,asklingonkkvort2,2018-05-06T13:11:05,,,,
"Astronave di classe K'Vort (asklingonkkvort3)",Q737,213,237,asklingonkkvort3,2018-05-06T13:11:05,,,,
"Astronave di classe K'Vort (asklingonkkvort4)",Q738,214,237,asklingonkkvort4,2018-05-06T13:11:06,,,,
"Astronave di classe K'Vort (asklingonkkvort5)",Q739,215,237,asklingonkkvort5,2018-05-06T13:11:06,,,,
"Astronave di classe K'Vort (asklingonkkvort6)",Q740,216,237,asklingonkkvort6,2018-05-06T13:11:06,,,,
"Astronave di classe K'Vort (asklingonkkvort7)",Q741,217,237,asklingonkkvort7,2018-05-06T13:11:06,,,,
"Astronave di classe K'Vort (asklingonkkvort9)",Q743,220,237,asklingonkkvort9,2018-05-06T13:11:07,,,,
"Astronave di classe K't'inga (asklingonkktinga1)",Q729,193,235,asklingonkktinga1,2018-05-06T13:11:04,,,,
